1.19959e-006,-0.006
1.20009e-006,-0.004
1.20059e-006,0
1.20109e-006,-0.007
1.20159e-006,-0.004
1.20209e-006,-0.001
1.20259e-006,0
1.20309e-006,0
1.20359e-006,-0.007
1.20409e-006,-0.009
1.20459e-006,-0.005
1.20509e-006,-0.007
1.20559e-006,-0.006
1.20609e-006,-0.001
1.20659e-006,0
1.20709e-006,0
1.20759e-006,-0.004
1.20809e-006,-0.002
1.20859e-006,-0.004
1.20909e-006,-0.003
1.20959e-006,0.001
1.21009e-006,0.003
1.21059e-006,0.002
1.21109e-006,-0.001
1.21159e-006,-0.006
1.21209e-006,-0.002
1.21259e-006,-0.001
1.21309e-006,0.001
1.21359e-006,-0.004
1.21409e-006,-0.004
1.21459e-006,-0.004
1.21509e-006,-0.005
1.21559e-006,-0.006
1.21609e-006,-0.004
1.21659e-006,-0.006
1.21709e-006,-0.001
1.21759e-006,-0.006
1.21809e-006,-0.003
1.21859e-006,-0.002
1.21909e-006,-0.003
1.21959e-006,-0.005
1.22009e-006,-0.002
1.22059e-006,0
1.22109e-006,-0.005
1.22159e-006,-0.002
1.22209e-006,-0.001
1.22259e-006,-0.007
1.22309e-006,-0.003
1.22359e-006,0.002
1.22409e-006,-0.004
1.22459e-006,-0.003
1.22509e-006,0.003
1.22559e-006,-0.004
1.22609e-006,-0.002
1.22659e-006,0.001
1.22709e-006,-0.001
1.22759e-006,-0.006
1.22809e-006,-0.001
1.22859e-006,-0.004
1.22909e-006,-0.004
1.22959e-006,-0.005
1.23009e-006,-0.006
1.23059e-006,-0.009
1.23109e-006,-0.003
1.23159e-006,-0.005
1.23209e-006,-0.001
1.23259e-006,0.002
1.23309e-006,-0.002
1.23359e-006,-0.006
1.23409e-006,0.001
1.23459e-006,0
1.23509e-006,-0.002
1.23559e-006,-0.003
1.23609e-006,-0.004
1.23659e-006,-0.006
1.23709e-006,-0.005
1.23759e-006,-0.007
1.23809e-006,-0.001
1.23859e-006,-0.002
1.23909e-006,-0.001
1.23959e-006,-0.005
1.24009e-006,-0.005
1.24059e-006,-0.004
1.24109e-006,-0.007
1.24159e-006,-0.009
1.24209e-006,-0.002
1.24259e-006,-0.002
1.24309e-006,-0.004
1.24359e-006,-0.004
1.24409e-006,-0.001
1.24459e-006,-0.002
1.24509e-006,-0.006
1.24559e-006,-0.004
1.24609e-006,0.002
1.24659e-006,-0.001
1.24709e-006,0.001
1.24759e-006,-0.001
1.24809e-006,-0.002
1.24859e-006,-0.002
1.24909e-006,-0.002
1.24959e-006,-0.008
1.25009e-006,-0.004
1.25059e-006,0
1.25109e-006,-0.002
1.25159e-006,-0.005
1.25209e-006,-0.004
1.25259e-006,-0.002
1.25309e-006,-0.005
1.25359e-006,-0.005
1.25409e-006,-0.003
1.25459e-006,0.001
1.25509e-006,-0.002
1.25559e-006,-0.005
1.25609e-006,0.002
1.25659e-006,0.003
1.25709e-006,-0.001
1.25759e-006,-0.004
1.25809e-006,-0.006
1.25859e-006,-0.008
1.25909e-006,-0.002
1.25959e-006,-0.005
1.26009e-006,-0.003
1.26059e-006,0.001
1.26109e-006,0.002
1.26159e-006,-0.004
1.26209e-006,0
1.26259e-006,-0.001
1.26309e-006,-0.002
1.26359e-006,-0.007
1.26409e-006,-0.001
1.26459e-006,-0.001
1.26509e-006,-0.001
1.26559e-006,-0.003
1.26609e-006,0.004
1.26659e-006,0
1.26709e-006,-0.006
1.26759e-006,-0.004
1.26809e-006,-0.004
1.26859e-006,-0.006
1.26909e-006,-0.001
1.26959e-006,0
1.27009e-006,0.001
1.27059e-006,-0.002
1.27109e-006,0.001
1.27159e-006,-0.007
1.27209e-006,-0.007
1.27259e-006,-0.006
1.27309e-006,-0.004
1.27359e-006,-0.006
1.27409e-006,-0.009
1.27459e-006,-0.005
1.27509e-006,-0.001
1.27559e-006,-0.008
1.27609e-006,-0.005
1.27659e-006,0.001
1.27709e-006,-0.003
1.27759e-006,-0.011
1.27809e-006,-0.008
1.27859e-006,-0.004
1.27909e-006,-0.006
1.27959e-006,-0.007
1.28009e-006,-0.007
1.28059e-006,-0.008
1.28109e-006,-0.004
1.28159e-006,-0.002
1.28209e-006,-0.004
1.28259e-006,-0.005
1.28309e-006,-0.004
1.28359e-006,-0.002
1.28409e-006,-0.001
1.28459e-006,-0.003
1.28509e-006,-0.006
1.28559e-006,-0.006
1.28609e-006,-0.004
1.28659e-006,-0.001
1.28709e-006,-0.005
1.28759e-006,-0.01
1.28809e-006,-0.007
1.28859e-006,-0.004
1.28909e-006,-0.002
1.28959e-006,-0.004
1.29009e-006,-0.003
1.29059e-006,-0.006
1.29109e-006,-0.005
1.29159e-006,-0.006
1.29209e-006,-0.004
1.29259e-006,-0.001
1.29309e-006,0
1.29359e-006,-0.006
1.29409e-006,-0.006
1.29459e-006,-0.001
1.29509e-006,0.001
1.29559e-006,-0.003
1.29609e-006,-0.002
1.29659e-006,-0.008
1.29709e-006,-0.002
1.29759e-006,-0.007
1.29809e-006,0.002
1.29859e-006,0
1.29909e-006,-0.004
1.29959e-006,-0.007
1.30009e-006,-0.007
1.30059e-006,-0.007
1.30109e-006,-0.004
1.30159e-006,-0.002
1.30209e-006,0
1.30259e-006,0
1.30309e-006,-0.007
1.30359e-006,-0.008
1.30409e-006,-0.004
1.30459e-006,-0.001
1.30509e-006,-0.006
1.30559e-006,-0.008
1.30609e-006,-0.005
1.30659e-006,0
1.30709e-006,-0.005
1.30759e-006,-0.01
1.30809e-006,-0.008
1.30859e-006,-0.003
1.30909e-006,0
1.30959e-006,-0.006
1.31009e-006,-0.007
1.31059e-006,-0.006
1.31109e-006,-0.003
1.31159e-006,-0.006
1.31209e-006,-0.006
1.31259e-006,-0.005
1.31309e-006,-0.006
1.31359e-006,-0.008
1.31409e-006,-0.006
1.31459e-006,-0.004
1.31509e-006,-0.002
1.31559e-006,-0.006
1.31609e-006,-0.002
1.31659e-006,-0.007
1.31709e-006,-0.003
1.31759e-006,-0.004
1.31809e-006,-0.003
1.31859e-006,-0.002
1.31909e-006,0.002
1.31959e-006,-0.01
1.32009e-006,-0.01
1.32059e-006,-0.005
1.32109e-006,0
1.32159e-006,-0.004
1.32209e-006,-0.004
1.32259e-006,-0.007
1.32309e-006,-0.007
1.32359e-006,-0.006
1.32409e-006,0
1.32459e-006,0
1.32509e-006,-0.005
1.32559e-006,-0.007
1.32609e-006,-0.003
1.32659e-006,-0.002
1.32709e-006,-0.003
1.32759e-006,-0.005
1.32809e-006,-0.007
1.32859e-006,-0.005
1.32909e-006,-0.002
1.32959e-006,-0.006
1.33009e-006,-0.002
1.33059e-006,-0.007
1.33109e-006,-0.002
1.33159e-006,-0.006
1.33209e-006,-0.005
1.33259e-006,-0.005
1.33309e-006,-0.005
1.33359e-006,-0.01
1.33409e-006,0.001
1.33459e-006,-0.002
1.33509e-006,-0.004
1.33559e-006,-0.007
1.33609e-006,-0.008
1.33659e-006,-0.006
1.33709e-006,-0.002
1.33759e-006,-0.004
1.33809e-006,-0.002
1.33859e-006,-0.005
1.33909e-006,-0.004
1.33959e-006,-0.006
1.34009e-006,-0.004
1.34059e-006,-0.004
1.34109e-006,0.001
1.34159e-006,-0.004
1.34209e-006,-0.005
1.34259e-006,-0.005
1.34309e-006,-0.004
1.34359e-006,-0.004
1.34409e-006,0
1.34459e-006,-0.002
1.34509e-006,-0.004
1.34559e-006,-0.008
1.34609e-006,0
1.34659e-006,-0.003
1.34709e-006,-0.002
1.34759e-006,-0.007
1.34809e-006,-0.005
1.34859e-006,-0.002
1.34909e-006,0.002
1.34959e-006,-0.008
1.35009e-006,-0.005
1.35059e-006,-0.001
1.35109e-006,-0.001
1.35159e-006,-0.007
1.35209e-006,-0.006
1.35259e-006,-0.005
1.35309e-006,-0.003
1.35359e-006,-0.006
1.35409e-006,-0.003
1.35459e-006,0
1.35509e-006,0.002
1.35559e-006,-0.002
1.35609e-006,-0.002
1.35659e-006,0.003
1.35709e-006,0
1.35759e-006,-0.003
1.35809e-006,-0.001
1.35859e-006,-0.003
1.35909e-006,0
1.35959e-006,-0.01
1.36009e-006,-0.005
1.36059e-006,-0.001
1.36109e-006,-0.001
1.36159e-006,-0.002
